加油站代號,加油站名稱,加油站地址,加油站電話,煤油品項,是否有庫存
D434V,斗六南環路站,640雲林縣斗六市文化路522號,05-5339692,4L聽裝煤油 (025,是
D434W,斗南中興路站,630雲林縣斗南鎮中興路201號,05-5961172,4L聽裝煤油 (025,是
D434X,東山站,733台南市東山區東正里東勢240號,06-6800021,4L聽裝煤油 (025,是
D434Y,雲林東勢站,635雲林縣東勢鄉復興村文化路2-10號,05-6993200,4L聽裝煤油 (025,是
D434Z,北興站,600嘉義市西區自由路436號,05-2348070,4L聽裝煤油 (025,是
D4350,大林站,622嘉義縣大林鎮中正路260號,05-2652049,4L聽裝煤油 (025,是
D4351,斗南站,630雲林縣斗南鎮延平路二段165號,05-5972320,4L聽裝煤油 (025,是
D4352,朴子站,613嘉義縣朴子市南通路三段635號,05-3792364,4L聽裝煤油 (025,是
D4353,民雄站,621嘉義縣民雄鄉建國路二段329號,05-2262145,4L聽裝煤油 (025,是
D4354,柳營站,736台南市柳營區柳營路三段300號,06-6222041,4L聽裝煤油 (025,是
D4355,莿桐站,647雲林縣莿桐鄉中山路251號,05-5842054,4L聽裝煤油 (025,是
D4356,土庫站,633雲林縣土庫鎮建國路131號,05-6622644,4L聽裝煤油 (025,是
D4357,崙背站,637雲林縣崙背鄉南陽村正義路123號,05-6962049,4L聽裝煤油 (025,是
D4358,後壁站,731台南市後壁區後壁里42號,06-6871004,4L聽裝煤油 (025,是
D4359,南靖站,608嘉義縣水上鄉三鎮路101-1號,05-2682029,4L聽裝煤油 (025,是
D435A,水林站,652雲林縣水林鄉水北村顏厝寮97號,05-7854194,4L聽裝煤油 (025,是
D435F,民雄保生街站,621嘉義縣民雄鄉保生街220號,05-2268625,4L聽裝煤油 (025,是
D435G,大埔站,607嘉義縣大埔鄉和平村雙溪14-3號,05-2521484,4L聽裝煤油 (025,是
D435H,番路站,602嘉義縣番路鄉下坑村下坑40-2號,05-2592386,4L聽裝煤油 (025,是
D435J,義和站,647雲林縣莿桐鄉義和村三和37-5號,05-5844090,4L聽裝煤油 (025,是
D435K,馬光站,633雲林縣土庫鎮後埔里後埔路500號,05-6651124,4L聽裝煤油 (025,是
D435L,北港新德路站,651雲林縣北港鎮新街里新德路27號,05-7824045,4L聽裝煤油 (025,是
D435M,柳林站,608嘉義縣水上鄉柳林村柳子林76-6號,05-2688327,4L聽裝煤油 (025,否
D435R,石卓站,604嘉義縣竹崎鄉中和村永和1-1號,05-2561944,4L聽裝煤油 (025,是
D435U,民工站,621嘉義縣民雄鄉福樂村中山路37號,05-2206537,4L聽裝煤油 (025,是
D4360,新港站,616嘉義縣新港鄉菜公村菜公厝64-1號,05-3742054,4L聽裝煤油 (025,是
D4361,義竹站,624嘉義縣義竹鄉義竹村118號之6,05-3412054,4L聽裝煤油 (025,是
D4362,林內站,643雲林縣林內鄉林中村中正路532號,05-5892048,4L聽裝煤油 (025,是
D4363,文化路站,600嘉義市東區文化路11號,05-2226551,4L聽裝煤油 (025,是
D4364,虎尾新生路站,632雲林縣虎尾鎮新生路155號,05-6322812,4L聽裝煤油 (025,是
D4365,二崙站,649雲林縣二崙鄉崙東村中山路一段102號,05-5982056,4L聽裝煤油 (025,是
D4366,中山路站,   嘉義市東區中山路90號,05-2789320,4L聽裝煤油 (025,是
D4367,四湖站,654雲林縣四湖鄉施湖村中山西路199號,05-7872053,4L聽裝煤油 (025,是
D4368,林森路站,600嘉義市西區林森西路281號,05-2279744,4L聽裝煤油 (025,是
D4369,三民路站,730台南市新營區三民路61號,06-6323343,4L聽裝煤油 (025,是
D436A,馬公站,880澎湖縣馬公市民福路18號,06-9272595,4L聽裝煤油 (025,是
D436F,湖西站,885澎湖縣湖西鄉湖西村77-15號,06-9921064,4L聽裝煤油 (025,是
D436K,望安站,882澎湖縣望安鄉東安村2-14號((備註：週六歇業) ,06-9991176,4L聽裝煤油 (025,是
D4370,麥寮站,638雲林縣麥寮鄉麥豐村中山路12號,05-6932174,4L聽裝煤油 (025,是
D4371,台西站,636雲林縣台西鄉中山路36號,05-6982124,4L聽裝煤油 (025,是
D4372,元長站,655雲林縣元長鄉長南村中山路４號,05-7882170,4L聽裝煤油 (025,是
D4373,古坑站,646雲林縣古坑鄉西平村中山路291號,05-5821534,4L聽裝煤油 (025,是
D4374,竹崎站,604嘉義縣竹崎鄉和平村田寮52號,05-2611714,4L聽裝煤油 (025,是
D4375,大埤站,631雲林縣大埤鄉南和村大埤路543號,05-5912494,4L聽裝煤油 (025,否
D4376,口湖站,653雲林縣口湖鄉湖東村中正路一段99號,05-7892504,4L聽裝煤油 (025,是
D4378,溪口站,623嘉義縣溪口鄉溪東村民族西路１號,05-2691700,4L聽裝煤油 (025,是
D4379,中埔站,606嘉義縣中埔鄉中埔村中埔161-4號,05-2532046,4L聽裝煤油 (025,是
D438F,菁埔站,621嘉義縣民雄鄉菁埔村菁埔1號之10,05-2060727,4L聽裝煤油 (025,是
D438H,明華站,622嘉義縣大林鎮忠孝路343號,05-2658360,4L聽裝煤油 (025,是
D438J,東和站,646雲林縣古坑鄉東和村12鄰廣濟路122號,05-5264966,4L聽裝煤油 (025,是
D4390,橋南站,638雲林縣麥寮鄉橋頭村1鄰橋頭34號,05-6913386,4L聽裝煤油 (025,是
D4397,嘉保站,   嘉義縣太保市安仁里嘉朴東路1段116號,05-3623558,4L聽裝煤油 (025,是
D4398,大義路站,   嘉義縣中埔鄉和美村大義路515號,05-2300875,4L聽裝煤油 (025,是
D439L,白河交流道站,   台南市白河區河東里9鄰糞箕湖122之15號,06-6831091,4L聽裝煤油 (025,是
D43W2,雅虎站,   雲林縣斗六市虎溪里西平路776號,05-5514796,4L聽裝煤油 (025,是
D43W4,嘉義高鐵北站,600嘉義市西區大溪里高鐵大道1250號,05-2383460,4L聽裝煤油 (025,否
D43W5,嘉義高鐵南站,600嘉義市西區大溪里高鐵大道925號,05-2382079,4L聽裝煤油 (025,是
D43W7,朴子二站,613嘉義縣朴子市大鄉里大?榔852號,05-3704635,4L聽裝煤油 (025,否
D43W8,梅山二站,603嘉義縣梅山鄉過山村7鄰開元后46號,05-2625102,4L聽裝煤油 (025,是
D43X5,阿里山新站,605嘉義縣阿里山鄉南阿里山55-5號,05-2679058,4L聽裝煤油 (025,是
D43X6,新營長榮路站,730台南市新營區長榮路2段186號,06-6560662,4L聽裝煤油 (025,是
D43X8,嘉港站,600嘉義市西區下埤里北港路960號,05-2382012,4L聽裝煤油 (025,是
D504C,佳里站,722台南市佳里區中山路480號,06-7222269,4L聽裝煤油 (025,是
D504D,西門路一段站,700台南市中西區西門路一段524號,06-2134067,4L聽裝煤油 (025,是
D504I,公園路站,704台南市北區公園路721號,06-2517454,4L聽裝煤油 (025,是
D504P,路竹站,821高雄市路竹區中山路589號,07-6962240,4L聽裝煤油 (025,是
D504Q,隆田站,720台南市官田區隆本里中華路二段23號,06-5791257,4L聽裝煤油 (025,否
D504S,新化站,712台南市新化區中山路575號,06-5982150,4L聽裝煤油 (025,是
D505B,麻豆站,721台南市麻豆區中山路13號,06-5722254,4L聽裝煤油 (025,是
D505C,永康站,710台南市永康區蔦松里中正北路348號,06-2433157,4L聽裝煤油 (025,是
D505D,學甲站,726台南市學甲區華宗路311號,06-7832264,4L聽裝煤油 (025,是
D505E,前鋒站,704台南市北區前鋒路283號,06-2082162,4L聽裝煤油 (025,是
D505I,大灣站,710台南市永康區建國里復興路69號,06-2724010,4L聽裝煤油 (025,是
D505N,茄拔站,741台南市善化區嘉北里茄拔2-30號,06-5838334,4L聽裝煤油 (025,是
D505P,府前路站,700台南市中西區府前路二段256號,06-2971568,4L聽裝煤油 (025,是
D505Q,左鎮站,713台南市左鎮區睦光里睦光5-2號,06-5731946,4L聽裝煤油 (025,是
D505S,崇學路站,701台南市東區崇學路228號,06-2675827,4L聽裝煤油 (025,是
D505V,中華路東站,701台南市東區中華東路三段171號,06-2674935,4L聽裝煤油 (025,是
D505W,中華路西站,701台南市東區中華東路三段170號,06-2673501,4L聽裝煤油 (025,是
D505X,官田工業區站,720台南市官田區二鎮里工業路23-1號,06-6987265,4L聽裝煤油 (025,是
D505Y,龍崎站,719台南市龍崎區崎頂里新市子102-1號,06-5941164,4L聽裝煤油 (025,是
D505Z,佳里仁愛路站,722台南市佳里區仁愛路67號,06-7229504,4L聽裝煤油 (025,是
D506B,大湖站,829高雄市湖內區大湖里中山路一段72號,07-6931793,4L聽裝煤油 (025,是
D506C,安中路站,709台南市安南區安中路四段446號,06-2569825,4L聽裝煤油 (025,是
D506G,學甲中正路站,726台南市學甲區中正路645號,06-7837900,4L聽裝煤油 (025,是
D506I,崇善路站,701台南市東區崇善路557號,06-2697873,4L聽裝煤油 (025,是
D506M,永華路東,708台南市安平區永華路二段216號,06-2992048,4L聽裝煤油 (025,是
D506N,中華西路南站,700台南市中西區中華西路二段2號,06-2970350,4L聽裝煤油 (025,是
D506P,善化站,741台南市善化區中山路368號,06-5817264,4L聽裝煤油 (025,是
D506Q,下營站,735台南市下營區中山路一段386號,06-6892054,4L聽裝煤油 (025,是
D506R,文賢路站,700台南市中西區文賢路229號,06-2591749,4L聽裝煤油 (025,是
D506S,西港站,723台南市西港區西港里中山路52號,06-7952124,4L聽裝煤油 (025,是
D506T,東門路站,701台南市東區東門路二段39號,06-2371994,4L聽裝煤油 (025,是
D506U,太爺站,829高雄市湖內區公館里中山路二段61號,07-6993073,4L聽裝煤油 (025,是
D506V,阿蓮站,822高雄市阿蓮區阿蓮里中山路351號,07-6312139,4L聽裝煤油 (025,是
D506W,仁德站,717台南市仁德區中山路505號,06-2794451,4L聽裝煤油 (025,是
D506X,玉井站,714台南市玉井區玉田里中山路91號,06-5742476,4L聽裝煤油 (025,是
D506Y,關廟站,718台南市關廟區中山路二段166號,06-5952131,4L聽裝煤油 (025,是
D506Z,慶平路站,708台南市安平區慶平路485號,06-2970189,4L聽裝煤油 (025,是
D507A,健康路站,   台南市安平區健康路三段238號,06-2997901,4L聽裝煤油 (025,是
D507B,灣裡站,702台南市南區明興路1081號,06-2626810,4L聽裝煤油 (025,否
D507C,國民路站,702台南市南區國民路246號,06-2601380,4L聽裝煤油 (025,是
D507D,中油南科站,744台南市新市區南科二路3號,06-5051229,4L聽裝煤油 (025,是
D507E,麻學站,721台南市麻豆區大山里大山腳67-25號,06-5700735,4L聽裝煤油 (025,是
D507F,喜樹站,702台南市南區喜樹路63號         (週日歇業),06-2960944,4L聽裝煤油 (025,否
D507G,民生路站,700台南市中西區民生路二段303號,06-2233627,4L聽裝煤油 (025,是
D507H,成功路站,704台南市北區成功路16號,06-2222894,4L聽裝煤油 (025,是
D507I,北門站,727台南市北門區仁里里二重港108號,06-7862128,4L聽裝煤油 (025,是
D507J,和順站,709台南市安南區安和路四段335號,06-3559301,4L聽裝煤油 (025,是
D507K,南化站,716台南市南化區南化里217號,06-5771128,4L聽裝煤油 (025,是
D507L,六甲站,734台南市六甲區水林里中山路446號,06-6982404,4L聽裝煤油 (025,是
D507M,七股站,724台南市七股區玉成里玉成18-2號,06-7872248,4L聽裝煤油 (025,是
D507N,大同路站,702台南市南區大同路二段380號,06-2153503,4L聽裝煤油 (025,是
D507P,楠西站,715台南市楠西區東勢里中正路359號,06-5751427,4L聽裝煤油 (025,是
D507Q,安平工業區站,702台南市南區中華西路一段65號,06-2654022,4L聽裝煤油 (025,是
D507R,新市站,744台南市新市區港墘里中山路156號,06-5991020,4L聽裝煤油 (025,是
D507S,將軍站,725台南市將軍區忠興里忠興162-1號,06-7942205,4L聽裝煤油 (025,是
D507T,歸仁站,711台南市歸仁區中山路三段201號,06-2301003,4L聽裝煤油 (025,是
D507U,大內站,742台南市大內區石城里石子瀨122-12號,06-5761914,4L聽裝煤油 (025,否
D507V,山上站,743台南市山上區明和里232號,06-5781556,4L聽裝煤油 (025,是
D507W,甲仙站,847高雄市甲仙區大田里新興路55號,07-6751555,4L聽裝煤油 (025,是
D507X,安順站,709台南市安南區安中路一段650號,06-2569187,4L聽裝煤油 (025,否
D507Y,中油安定交流道站,745台南市安定區安加里安定258-12號,06-5921844,4L聽裝煤油 (025,是
D507Z,茄萣站,852高雄市茄萣區白雲里白砂路6號,07-6902849,4L聽裝煤油 (025,是
D5094,烏山頭交流道站,720台南市官田區嘉南里嘉南78之15號,06-6990026,4L聽裝煤油 (025,是
D509B,育平路站,708台南市安平區育平路80號,06-2933845,4L聽裝煤油 (025,是
D509C,光州站,   台南市安平區永華路二段1255號,06-2999156,4L聽裝煤油 (025,是
D509D,仁德服務區南下站,720台南市仁德區中洲里中洲1之95號,06-3660758,4L聽裝煤油 (025,是
D509F,仁德服務區北上站,   台南市仁德區中洲里中洲1之96號,06-2782879,4L聽裝煤油 (025,是
D509G,中油永交站,   台南市永康區中正北路319號,06-2436250,4L聽裝煤油 (025,是
D50W1,歸仁高鐵站,   台南市歸仁區武東里中正南路二段11號,06-3032093,4L聽裝煤油 (025,是
D50W6,西拉雅站,744台南市新市區三舍里三舍239號,06-5899042,4L聽裝煤油 (025,是
D50W9,安平古堡站,700台南市中西區西賢里31鄰民權路四段730號,06-3587703,4L聽裝煤油 (025,是
D5140,建國二路站,807高雄市三民區建國二路66號,07-2383484,4L聽裝煤油 (025,是
D5141,中正四路站,801高雄市前金區中正四路251號,07-2212453,4L聽裝煤油 (025,是
D5142,屏東站,900屏東縣屏東市民族路399-1號,08-7322503,4L聽裝煤油 (025,是
D5143,枋寮站,940屏東縣枋寮鄉新龍村中山路319號,08-8782060,4L聽裝煤油 (025,是
D5144,運河南路站,801高雄市前金區河南二路87號,07-2850458,4L聽裝煤油 (025,否
D5145,岡山站,820高雄市岡山區岡山南路45號,07-6252450,4L聽裝煤油 (025,是
D5146,後勁站,811高雄市楠梓區後昌路200號,07-3613018,4L聽裝煤油 (025,是
D5147,左營站,813高雄市左營區中華一路2-11號,07-5825621,4L聽裝煤油 (025,是
D5148,楠梓站,811高雄市楠梓區高楠公路1376號,07-3511761,4L聽裝煤油 (025,是
D5149,歸來站,900屏東縣屏東市民生路2-31號,08-7223873,4L聽裝煤油 (025,是
D514A,中正二路站,800高雄市新興區中正二路166號,07-2241235,4L聽裝煤油 (025,是
D514E,鼓山三路站,804高雄市鼓山區鼓山三路5-1號,07-5612463,4L聽裝煤油 (025,是
D514F,三多三路站,802高雄市苓雅區三多三路264號,07-3335774,4L聽裝煤油 (025,是
D514G,林園站,832高雄市林園區林園北路350號,07-6412285,4L聽裝煤油 (025,是
D514H,公園路站,900屏東縣屏東市民權路74號,08-7325794,4L聽裝煤油 (025,是
D514J,中華三路站,801高雄市前金區中華三路136號,07-2851354,4L聽裝煤油 (025,是
D514K,建工路站,807高雄市三民區建工路566號,07-3832928,4L聽裝煤油 (025,是
D514L,五甲站,830高雄市鳳山區五甲一路232號,07-7460364,4L聽裝煤油 (025,是
D514M,中正路站,900屏東縣屏東市中正路375號,08-7364224,4L聽裝煤油 (025,是
D514N,高樹站,906屏東縣高樹鄉長榮村興中路170號,08-7962205,4L聽裝煤油 (025,是
D514R,山東街站,807高雄市三民區山東街70號,07-3118164,4L聽裝煤油 (025,是
D514T,臨海工業區站,812高雄市小港區沿海二路2號,07-8010873,4L聽裝煤油 (025,是
D514U,鹽埔站,907屏東縣鹽埔鄉鹽中村勝利路25號,08-7932507,4L聽裝煤油 (025,是
D514V,萬巒站,923屏東縣萬巒鄉萬巒村中正路5-2號,08-7811648,4L聽裝煤油 (025,是
D514W,佳冬站,931屏東縣佳冬鄉六根村佳和路145號,08-8662004,4L聽裝煤油 (025,是
D514X,南州站,926屏東縣南州鄉七塊村三民路270號,08-8642298,4L聽裝煤油 (025,是
D514Y,大寮站,831高雄市大寮區永芳里鳳林三路616號,07-7813631,4L聽裝煤油 (025,是
D514Z,鳳松站,830高雄市鳳山區武松里鳳松路178-5號,07-7431562,4L聽裝煤油 (025,是
D5150,內埔站,912屏東縣內埔鄉東寧村南寧路422號,08-7792077,4L聽裝煤油 (025,是
D5151,旗山站,842高雄市旗山區復新街17號,07-6612044,4L聽裝煤油 (025,是
D5152,潮州站,   屏東縣潮州鎮三和里延平路217號,08-7882044,4L聽裝煤油 (025,是
D5153,前鎮站,806高雄市前鎮區擴建路1-1號,07-8213719,4L聽裝煤油 (025,否
D5154,成功一路站,801高雄市前金區成功一路384號,07-2218734,4L聽裝煤油 (025,是
D5155,鳳山站,830高雄市鳳山區中山東路10號,07-7462492,4L聽裝煤油 (025,是
D5156,忠孝路站,900屏東縣屏東市忠孝路209-1號,08-7337759,4L聽裝煤油 (025,是
D5157,東港站,928屏東縣東港鎮興東里中正路一段85號,08-8322352,4L聽裝煤油 (025,是
D5159,美濃站,843高雄市美濃區和合里成功路133號,07-6812044,4L聽裝煤油 (025,是
D515A,林森二路站,800高雄市新興區新田路82號,07-2819638,4L聽裝煤油 (025,否
D515E,瑞豐站,806高雄市前鎮區瑞福路2號,07-7610629,4L聽裝煤油 (025,是
D515F,燕巢站,824高雄市燕巢區南燕里中興路199號,07-6161704,4L聽裝煤油 (025,是
D515G,永安站,828高雄市永安區維新里保安路47號,07-6912014,4L聽裝煤油 (025,否
D515H,林園沿海路站,832高雄市林園區港埔里沿海路四段1號,07-6417604,4L聽裝煤油 (025,否
D515J,大樹站,840高雄市大樹區檨腳里中興北路184號,07-6561249,4L聽裝煤油 (025,否
D515K,水門站,912屏東縣內埔鄉水門村中山路1號,08-7991585,4L聽裝煤油 (025,是
D515L,梓官站,826高雄市梓官區梓和里和平路317號,07-6173555,4L聽裝煤油 (025,是
D515M,旗津站,805高雄市旗津區中洲二路259號,07-5717391,4L聽裝煤油 (025,是
D515N,杉林站,846高雄市杉林區月眉里清水路304號,07-6772888,4L聽裝煤油 (025,是
D515R,長治站,908屏東縣長治鄉崙上村中興路549號,08-7622443,4L聽裝煤油 (025,是
D515U,新園站,932屏東縣新園鄉內庄村興安路54號,08-8684312,4L聽裝煤油 (025,是
D515V,潮星站,920屏東縣潮州鎮三星里潮州路730號,08-7894008,4L聽裝煤油 (025,是
D515W,竹田站,911屏東縣竹田鄉泗州村連成路6-4號,08-7894179,4L聽裝煤油 (025,是
D515X,四維三路站(愛心站),802高雄市苓雅區永定街93號,07-3330396,4L聽裝煤油 (025,是
D515Y,民權路站,806高雄市前鎮區一心一路291號,07-3316290,4L聽裝煤油 (025,是
D5160,里港站,905屏東縣里港鄉大平村中山南路25號,08-7752054,4L聽裝煤油 (025,是
D5161,恆春站,946屏東縣恆春鎮網紗里省北路7號,08-8892635,4L聽裝煤油 (025,是
D5163,萬丹站,913屏東縣萬丹鄉萬丹路一段399號,08-7772142,4L聽裝煤油 (025,是
D5164,橋頭站,825高雄市橋頭區橋頭里成功北路15號,07-6113644,4L聽裝煤油 (025,是
D5165,高鳳站,802高雄市苓雅區建國一路3號,07-7491901,4L聽裝煤油 (025,是
D5166,中正三路站,800高雄市新興區中正三路9號,07-2261045,4L聽裝煤油 (025,否
D5167,三多二路站,802高雄市苓雅區三多二路80號,07-7618709,4L聽裝煤油 (025,是
D5168,中山二路站,801高雄市前金區中山二路569號,07-2317441,4L聽裝煤油 (025,是
D5169,大義街站,803高雄市鹽埕區大義街56-1號,07-5518163,4L聽裝煤油 (025,是
D516E,麟洛站,909屏東縣麟洛鄉麟蹄村中山路64號,08-7233148,4L聽裝煤油 (025,是
D516F,覺民路站,807高雄市三民區覺民路362號,07-3869992,4L聽裝煤油 (025,是
D516K,鼎山路站,807高雄市三民區鼎山街373號,07-3839681,4L聽裝煤油 (025,是
D516L,墾丁站,946屏東縣恆春鎮墾丁里墾丁路402號,08-8861408,4L聽裝煤油 (025,是
D516N,右昌軍校路站,811高雄市楠梓區軍校路737號,07-3637331,4L聽裝煤油 (025,是
D516R,內門站,845高雄市內門區南屏路125號,07-6671661,4L聽裝煤油 (025,否
D516T,和生路站,900屏東縣屏東市橋南里和生路一段560號,08-7536740,4L聽裝煤油 (025,是
D516U,九如東寧站,904屏東縣九如鄉東寧村九如路一段16號,08-7390078,4L聽裝煤油 (025,是
D516V,南鼓山站,804高雄市鼓山區捷興二街46號,07-5517556,4L聽裝煤油 (025,是
D516W,楠梓加工區站,811高雄市楠梓區經五路125號(備註：週日及國定假日歇業),07-3630096,4L聽裝煤油 (025,是
D516X,崁頂站,924屏東縣崁頂鄉崁頂村中正路251號,08-8632842,4L聽裝煤油 (025,是
D5171,建國一路站,802高雄市苓雅區建國一路142號,07-7518715,4L聽裝煤油 (025,否
D5173,復興路站,900屏東縣屏東市復興路261號,08-7525421,4L聽裝煤油 (025,是
D5174,青年路站,802高雄市苓雅區民權一路105號,07-3352549,4L聽裝煤油 (025,是
D5175,新埤站,925屏東縣新埤鄉新埤村新中路74號,08-7971017,4L聽裝煤油 (025,是
D5176,仁武站,814高雄市仁武區鳳仁路282號,07-3711361,4L聽裝煤油 (025,是
D5177,九曲堂站,831高雄市大寮區義和里鳳屏二路297號,07-6512175,4L聽裝煤油 (025,是
D5178,小港站,812高雄市小港區大業北路45號,07-8023938,4L聽裝煤油 (025,是
D5179,六龜站,844高雄市六龜區光復路308號,07-6891059,4L聽裝煤油 (025,是
D517A,小琉球站,929屏東縣琉球鄉大福村和平路3巷33-7號,08-8613054,4L聽裝煤油 (025,是
D517F,南一路站,806高雄市前鎮區漁港南一路19-1號,07-8153105,4L聽裝煤油 (025,是
D517K,大豐站,   屏東縣屏東市前進里建國路410號,08-7534011,4L聽裝煤油 (025,是
D517M,南州交流道站,926屏東縣南州鄉壽元村大同路107號,08-8644993,4L聽裝煤油 (025,是
D517N,大林站,812高雄市小港區鳳華路1號,07-8714612,4L聽裝煤油 (025,是
D518E,本洲站,828高雄市永安區維新里維新路18-1號,07-6233026,4L聽裝煤油 (025,是
D6140,港口站,970花蓮縣花蓮市吉林路2號,03-8228640,4L聽裝煤油 (025,是
D6141,中華路站,970花蓮縣花蓮市中華路333號,03-8323424,4L聽裝煤油 (025,是
D6142,玉里站,981花蓮縣玉里鎮大同路219號,03-8882307,4L聽裝煤油 (025,是
D6143,太魯閣站,972花蓮縣秀林鄉富世村154-1號,03-8611009,4L聽裝煤油 (025,是
D6144,光復站,976花蓮縣光復鄉中山路二段340號,03-8701070,4L聽裝煤油 (025,是
D6145,鳳林站,975花蓮縣鳳林鎮中正路一段371號,03-8762114,4L聽裝煤油 (025,是
D6146,南埔站,973花蓮縣吉安鄉仁和村中正路二段6號,03-8522853,4L聽裝煤油 (025,是
D6147,瑞穗站,978花蓮縣瑞穗鄉瑞穗村2鄰中正南路一段105號,03-8872201,4L聽裝煤油 (025,否
D6148,豐濱站,977花蓮縣豐濱鄉豐濱村光豐路53號,03-8791134,4L聽裝煤油 (025,否
D6149,壽豐站,974花蓮縣壽豐鄉壽豐路一段1號,03-8655891,4L聽裝煤油 (025,是
D6150,北埔站,971花蓮縣新城鄉北埔村北埔路368號,03-8266825,4L聽裝煤油 (025,是
D6151,中山路站,970花蓮縣花蓮市中山路752號,03-8561117,4L聽裝煤油 (025,是
D6152,關原站,972花蓮縣秀林鄉富世村關原15號,04-25991176,4L聽裝煤油 (025,是
D6153,和平站,972花蓮縣秀林鄉和平村和平路32-1號,03-8681261,4L聽裝煤油 (025,是
D6154,赤科山站,981花蓮縣玉里鎮觀音里高寮18-7號,03-8851546,4L聽裝煤油 (025,是
D6155,馬太鞍站,976花蓮縣光復鄉林森路300號,03-8700125,4L聽裝煤油 (025,是
D615A,國光站,983花蓮縣富里鄉東里村大莊路120號,03-8861455,4L聽裝煤油 (025,是
D615B,巨豐站,973花蓮縣吉安鄉勝安村和平路一段45號,03-8462947,4L聽裝煤油 (025,是
D615C,廣昇站,974花蓮縣壽豐鄉中山路6段123號,03-8653829,4L聽裝煤油 (025,是
D6160,羅東站,268宜蘭縣五結鄉中正路二段94號,03-9654651,4L聽裝煤油 (025,是
D6161,宜蘭站,260宜蘭縣宜蘭市中山路五段139號,039-282621,4L聽裝煤油 (025,是
D6162,蘇澳站,270宜蘭縣蘇澳鎮中山路一段196號,03-9963524,4L聽裝煤油 (025,是
D6163,中正南路站,265宜蘭縣羅東鎮中正南路9號,039-543031,4L聽裝煤油 (025,是
D6164,礁溪站,262宜蘭縣礁溪鄉礁溪路六段28號,039-882170,4L聽裝煤油 (025,是
D6165,員山站,264宜蘭縣員山鄉員山路一段31號,039-223041,4L聽裝煤油 (025,是
D6166,頭城站,261宜蘭縣頭城鎮開蘭路300號,03-9771644,4L聽裝煤油 (025,是
D6167,三星站,266宜蘭縣三星鄉三星路四段235號,039-892219,4L聽裝煤油 (025,是
D6168,壯圍站,263宜蘭縣壯圍鄉吉祥村壯五路391號,039-381161,4L聽裝煤油 (025,是
D6169,馬賽站,270宜蘭縣蘇澳鎮蘇濱路二段459號,03-9905422,4L聽裝煤油 (025,是
D616A,大里站,261宜蘭縣頭城鎮濱海路七段81號,039-781137,4L聽裝煤油 (025,否
D616B,南方澳站,270宜蘭縣蘇澳鎮南安里漁港路52-1號,039-962209,4L聽裝煤油 (025,是
D616C,新水站,268宜蘭縣五結鄉五濱路二段206號,039-504374,4L聽裝煤油 (025,是
D616D,冬山站,269宜蘭縣冬山鄉冬山路二段260號,039-591316,4L聽裝煤油 (025,是
D616E,大福站,263宜蘭縣壯圍鄉壯濱路五段310號,039-301864,4L聽裝煤油 (025,是
D616F,大同站,267宜蘭縣大同鄉崙埤村泰雅路1段92號,039-801181,4L聽裝煤油 (025,是
D616G,北關站,261宜蘭縣頭城鎮濱海路三段326號,039-776128,4L聽裝煤油 (025,是
D616H,南山站,267宜蘭縣大同鄉南山村泰雅路7段226號,039-809050,4L聽裝煤油 (025,是
D616I,九份站,269宜蘭縣冬山鄉冬山路五段165號,039-584810,4L聽裝煤油 (025,是
D6170,馬蘭站,950台東縣台東市更生路653號,089-226401,4L聽裝煤油 (025,是
D6171,中山路站,950台東縣台東市新生路136號,089-323132,4L聽裝煤油 (025,是
D6172,成功站,961台東縣成功鎮中山路43號,089-851069,4L聽裝煤油 (025,是
D6173,關山站,956台東縣關山鎮和平路24號,089-811124,4L聽裝煤油 (025,是
D6174,池上站,958台東縣池上鄉福原村中山路25號,089-862634,4L聽裝煤油 (025,是
D6175,太麻里站,963台東縣太麻里鄉泰和村1鄰太麻里街157號,089-781303,4L聽裝煤油 (025,是
D6176,長濱站,962台東縣長濱鄉長濱村124號,089-831027,4L聽裝煤油 (025,是
D6177,大武站,965台東縣大武鄉尚武村尚武路8號,089-791453,4L聽裝煤油 (025,是
D6178,知本站,950台東縣台東市青海路四段270號,089-512284,4L聽裝煤油 (025,是
D6179,鹿野站,955台東縣鹿野鄉鹿野村中華路2段169號,089-551124,4L聽裝煤油 (025,是
D617A,豐里站,950台東縣台東市中華路二段732號,089-329691,4L聽裝煤油 (025,是
D617B,東河站,959台東縣東河鄉南東河5鄰46號(備註：12:00-13:00歇業),089-896236,4L聽裝煤油 (025,是
D617C,富里站,983花蓮縣富里鄉石牌村中興路85號,038-831285,4L聽裝煤油 (025,是
D617D,卑南站,950台東縣台東市更生北路20號,089-222010,4L聽裝煤油 (025,是
D617E,綠島站,951台東縣綠島鄉南寮村漁港路７號,089-672313,4L聽裝煤油 (025,否
D617F,初鹿站,954台東縣卑南鄉明峰村13鄰忠孝路32號,089-571742,4L聽裝煤油 (025,是
D617G,泰源站,959台東縣東河鄉北源村柑桔林路37-3號(備註：12:00-13:30歇業),089-891290,4L聽裝煤油 (025,是
